filename for_count for_with_if_count for_with_switch_count for_with_array_references_count for_with_function_calls_count nested_for_count while_count while_with_if_count while_with_switch_count while_with_array_references_count while_with_function_calls_count stmts_inside_loop total_stmts
/3rdparty/libjasper/jpc_mct.c 4 0 0 0 0 4 0 0 0 0 0 64 137
/3rdparty/libjasper/jpc_math.c 0 0 0 0 0 0 2 0 0 0 0 4 12
/3rdparty/libjasper/jpc_t2enc.c 6 6 0 0 1 5 1 1 0 0 0 137 318
/3rdparty/libjasper/jp2_dec.c 10 6 0 7 0 1 1 1 1 0 0 50 207
/3rdparty/libjasper/jas_iccdata.c 0 0 0 0 0 0 0 0 0 0 0 0 4
/3rdparty/libjasper/jpc_t2dec.c 3 3 1 0 0 0 2 2 0 0 1 42 235
/3rdparty/libjasper/jas_cm.c 27 12 0 20 3 2 5 4 0 4 0 132 610
/3rdparty/libjasper/jpc_mqdec.c 0 0 0 0 0 0 2 0 0 1 0 5 74
/3rdparty/libjasper/jas_getopt.c 1 1 0 0 0 0 1 1 0 0 0 20 32
/3rdparty/libjasper/jas_debug.c 1 1 0 0 0 1 0 0 0 0 0 4 21
/3rdparty/libjasper/jas_icc.c 37 30 0 28 1 11 2 0 0 0 0 120 698
/3rdparty/libjasper/jas_image.c 30 24 0 6 4 8 2 2 0 0 0 153 640
/3rdparty/libjasper/jpc_bs.c 0 0 0 0 0 0 2 2 0 0 0 4 118
/3rdparty/libjasper/jp2_enc.c 3 1 0 1 0 0 0 0 0 0 0 8 184
/3rdparty/libjasper/jas_version.c 0 0 0 0 0 0 0 0 0 0 0 0 1
/3rdparty/libjasper/jas_malloc.c 0 0 0 0 0 0 0 0 0 0 0 0 22
/3rdparty/libjasper/jpc_cs.c 14 8 0 13 0 0 0 0 0 0 0 27 555
/3rdparty/libjasper/jpc_mqcod.c 0 0 0 0 0 0 0 0 0 0 0 0 1
/3rdparty/libjasper/jpc_enc.c 20 13 1 4 3 4 2 2 0 1 0 383 1204
/3rdparty/libjasper/jpc_tsfb.c 0 0 0 0 0 0 0 0 0 0 0 0 92
/3rdparty/libjasper/jpc_dec.c 22 11 0 9 3 5 3 1 0 0 0 127 1018
/3rdparty/libjasper/jpc_t1dec.c 5 5 1 0 0 0 1 1 1 0 1 148 441
/3rdparty/libjasper/jas_string.c 0 0 0 0 0 0 0 0 0 0 0 0 6
/3rdparty/libjasper/jpc_t1cod.c 6 1 1 3 0 2 1 0 0 0 0 27 175
/3rdparty/libjasper/jas_seq.c 9 3 0 1 0 5 0 0 0 0 0 25 170
/3rdparty/libjasper/jas_tmr.c 0 0 0 0 0 0 0 0 0 0 0 0 14
/3rdparty/libjasper/jpc_util.c 3 1 0 0 2 1 2 2 0 1 0 12 48
/3rdparty/libjasper/jpc_tagtree.c 3 3 0 1 0 1 7 0 0 0 0 45 127
/3rdparty/libjasper/jp2_cod.c 20 17 0 15 0 2 0 0 0 0 0 33 330
/3rdparty/libjasper/jpc_mqenc.c 0 0 0 0 0 0 4 1 0 1 0 26 110
/3rdparty/libjasper/jpc_t2cod.c 5 2 1 2 0 0 0 0 0 0 0 32 305
/3rdparty/libjasper/jas_init.c 0 0 0 0 0 0 0 0 0 0 0 0 48
/3rdparty/libjasper/jpc_qmfb.c 64 0 0 56 0 0 88 0 0 64 0 676 1512
/3rdparty/libjasper/jas_tvp.c 0 0 0 0 0 0 4 1 0 0 0 5 47
/3rdparty/libjasper/jpc_t1enc.c 8 8 1 0 0 2 1 1 1 0 1 190 484
/3rdparty/openexr/Imath/ImathRandom.cpp 0 0 0 0 0 0 0 0 0 0 0 0 26
/3rdparty/openexr/Imath/ImathFun.cpp 0 0 0 0 0 0 0 0 0 0 0 0 30
/3rdparty/openexr/Imath/ImathMatrixAlgo.cpp 31 9 0 19 0 5 4 0 0 0 0 80 371
/3rdparty/openexr/Imath/ImathVec.cpp 3 3 0 3 0 0 0 0 0 0 0 6 137
/3rdparty/openexr/Imath/ImathColorAlgo.cpp 0 0 0 0 0 0 0 0 0 0 0 0 72
/3rdparty/openexr/IlmThread/IlmThreadPool.cpp 1 0 0 0 0 0 3 1 0 0 0 18 90
/3rdparty/openexr/IlmThread/IlmThreadMutex.cpp 0 0 0 0 0 0 0 0 0 0 0 0 2
/3rdparty/openexr/IlmThread/IlmThreadSemaphorePosixCompat.cpp 0 0 0 0 0 0 1 0 0 0 0 2 32
/3rdparty/openexr/IlmThread/IlmThreadSemaphoreWin32.cpp 0 0 0 0 0 0 0 0 0 0 0 0 18
/3rdparty/openexr/IlmThread/IlmThreadSemaphore.cpp 0 0 0 0 0 0 0 0 0 0 0 0 4
/3rdparty/openexr/IlmThread/IlmThreadWin32.cpp 0 0 0 0 0 0 0 0 0 0 0 0 13
/3rdparty/openexr/IlmThread/IlmThread.cpp 0 0 0 0 0 0 0 0 0 0 0 0 6
/3rdparty/openexr/IlmThread/IlmThreadMutexWin32.cpp 0 0 0 0 0 0 0 0 0 0 0 0 6
/3rdparty/openexr/IlmThread/IlmThreadPosix.cpp 0 0 0 0 0 0 0 0 0 0 0 0 8
/3rdparty/openexr/IlmThread/IlmThreadSemaphorePosix.cpp 0 0 0 0 0 0 0 0 0 0 0 0 11
/3rdparty/openexr/IlmThread/IlmThreadMutexPosix.cpp 0 0 0 0 0 0 0 0 0 0 0 0 7
/3rdparty/openexr/Iex/IexBaseExc.cpp 0 0 0 0 0 0 0 0 0 0 0 0 10
/3rdparty/openexr/Iex/IexThrowErrnoExc.cpp 0 0 0 0 0 0 1 0 0 0 0 1 165
/3rdparty/openexr/Half/eLut.cpp 2 2 0 2 0 0 0 0 0 0 0 8 18
